"C0000100","C0000200","C0005400","C0005700","C0007000","C0328600"
452601,4526,1,1997,36,100
452602,4526,1,2000,39,137
452701,4527,2,2002,41,121
452801,4528,2,1993,35,126
453301,4533,2,1990,26,157
453302,4533,1,1992,28,154
453401,4534,2,1983,26,145
453402,4534,1,1986,29,151
453601,4536,1,1985,27,144
453602,4536,2,1987,29,136
453603,4536,2,1991,33,111
453604,4536,2,1993,35,120
453605,4536,1,1995,37,145
453701,4537,1,1977,17,111
453702,4537,1,1980,20,130
453703,4537,2,1984,24,111
453704,4537,1,1988,27,-3
453705,4537,2,1990,29,137
453801,4538,1,1978,21,164
453802,4538,2,1980,23,154
453901,4539,2,1989,28,110
453902,4539,2,1990,29,103
453903,4539,2,1998,37,125
454101,4541,1,1981,20,45
454102,4541,2,1985,25,107
454301,4543,1,1980,17,121
454302,4543,1,1986,23,119
454401,4544,2,1982,18,70
454402,4544,1,1984,20,109
454403,4544,2,1989,24,82
454404,4544,1,1991,27,141
454601,4546,1,1981,23,133
455101,4551,1,1984,23,122
455102,4551,2,1987,26,113
455103,4551,2,1989,27,113
455301,4553,1,1981,18,144
455302,4553,1,1987,24,81
455303,4553,1,1990,27,134
455304,4553,1,1993,30,135
455401,4554,2,1995,34,110
455701,4557,2,1987,22,123
455702,4557,2,1988,24,131
455703,4557,2,1990,25,131
456101,4561,2,1985,22,136
456102,4561,1,1995,32,-3
456401,4564,1,1989,31,107
456402,4564,1,1992,33,117
456501,4565,1,1999,35,140
456502,4565,1,2002,38,-7
457001,4570,2,1982,19,60
457002,4570,1,1984,21,108
457003,4570,1,1987,23,106
457101,4571,2,1984,25,-3
457102,4571,1,1987,28,-3
457801,4578,2,1983,23,116
457802,4578,2,1987,27,72
458001,4580,1,1981,21,124
458101,4581,1,1977,15,139
458102,4581,2,1982,21,96
458201,4582,1,1978,16,108
458202,4582,2,1980,17,132
458401,4584,1,1989,29,167
458402,4584,1,1990,30,164
458403,4584,2,2004,44,-7
458501,4585,1,1988,26,128
458801,4588,1,1977,18,-2
458901,4589,1,1980,21,122
458902,4589,2,1986,26,30
459001,4590,1,1991,32,100
459002,4590,2,1993,34,118
459201,4592,1,1987,26,103
459202,4592,1,1991,30,146
459301,4593,2,1983,26,120
459401,4594,1,1984,25,127
459402,4594,2,1988,28,134
459801,4598,2,1991,30,133
460001,4600,2,1984,21,126
460002,4600,2,1988,24,115
460201,4602,1,1991,31,120
460202,4602,1,1994,34,140
461301,4613,2,1999,34,140
461302,4613,1,2003,39,-7
461401,4614,2,1983,20,120
461402,4614,2,1987,24,113
461801,4618,1,1978,18,123
461802,4618,1,1984,24,120
462201,4622,2,1982,18,120
462202,4622,2,1983,19,147
462501,4625,1,1985,27,103
462502,4625,2,1986,28,-3
463101,4631,1,1986,24,129
463102,4631,2,1989,27,116
463103,4631,1,1999,37,124
463104,4631,2,2001,38,-3
463201,4632,2,1992,28,119
463202,4632,1,1995,30,-3
463701,4637,2,1983,19,150
463702,4637,1,1985,22,176
463703,4637,2,1987,24,-3
463801,4638,1,1979,18,168
463802,4638,1,1982,20,96
463803,4638,1,1984,22,-2
463804,4638,2,1985,23,105
464101,4641,2,1983,19,109
464102,4641,2,1985,20,100
464103,4641,2,1987,23,101
464501,4645,1,1983,25,110
464502,4645,1,1984,26,118
465001,4650,2,1988,27,110
465002,4650,2,1993,31,133
465101,4651,2,1988,24,122
465102,4651,2,1990,26,114
465301,4653,1,1992,29,147
465701,4657,1,1978,18,118
465702,4657,2,1981,21,101
465703,4657,2,1988,28,111
465801,4658,2,1980,18,99
465802,4658,2,1982,20,93
465901,4659,1,1988,29,96
466001,4660,2,1992,32,119
466002,4660,1,1995,34,-3
466201,4662,2,1997,34,104
466202,4662,2,1999,36,114
466203,4662,1,2003,40,-7
466301,4663,1,1991,30,106
466401,4664,2,1995,35,103
466402,4664,1,1999,39,-3
466501,4665,1,1992,35,68
467001,4670,2,1991,28,146
467002,4670,1,1993,30,-3
467003,4670,2,1996,33,141
467201,4672,1,1981,22,130
467401,4674,2,1996,36,88
467501,4675,2,1992,32,82
467901,4679,2,1989,30,98
467902,4679,2,1993,34,-3
468201,4682,2,1994,37,104
468202,4682,2,1996,38,116
468301,4683,2,1995,37,59
468302,4683,1,1997,40,53
468303,4683,2,1997,40,58
468401,4684,1,1990,32,130
468402,4684,2,1992,34,109
468901,4689,2,1991,30,129
468902,4689,2,1994,33,-3
469001,4690,1,1985,22,116
469002,4690,1,1987,23,131
469003,4690,2,1989,26,144
469004,4690,1,1991,27,135
469101,4691,1,2003,42,-7
469102,4691,1,2008,47,111
469201,4692,2,1992,28,148
469202,4692,2,1996,32,-3
469203,4692,1,2000,36,154
469401,4694,2,1992,32,97
469402,4694,1,1994,34,-3
469601,4696,1,1986,28,152
470001,4700,1,1989,29,129
470002,4700,2,1993,34,-3
470301,4703,1,1994,34,129
470302,4703,2,1997,36,104
470501,4705,1,1998,37,137
470502,4705,1,2000,39,-3
470601,4706,1,1994,31,153
470602,4706,2,1998,35,148
470603,4706,1,2005,42,768
470801,4708,1,1990,26,134
471101,4711,1,1977,16,123
471102,4711,1,1981,21,98
471103,4711,1,1989,28,109
471301,4713,1,1984,23,101
471302,4713,1,1989,28,118
471401,4714,1,1984,20,138
471402,4714,1,1989,26,120
471403,4714,2,1992,29,105
471701,4717,1,1989,28,113
471702,4717,2,1992,31,143
472301,4723,1,1986,27,156
472302,4723,1,1988,29,-3
472303,4723,2,1996,37,128
472401,4724,2,1975,17,92
472402,4724,1,1977,19,115
472601,4726,2,1976,17,109
472602,4726,2,1988,30,117
472603,4726,1,1989,31,103
472604,4726,1,1998,40,-3
472701,4727,2,1983,20,149
472702,4727,2,1989,26,170
472801,4728,1,1984,23,132
472802,4728,2,1986,25,142
472803,4728,2,1989,28,128
472804,4728,2,1992,31,149
473001,4730,1,1982,18,131
473002,4730,1,1983,19,108
473003,4730,1,1986,22,76
473301,4733,1,1980,20,104
473302,4733,2,1982,22,126
473303,4733,1,1986,26,268
473401,4734,2,1982,20,104
473402,4734,2,1985,22,60
473403,4734,2,1985,22,59
473404,4734,1,1989,27,129
473501,4735,2,1979,20,126
473502,4735,2,1980,21,114
473503,4735,1,1984,25,156
474101,4741,2,1980,17,114
474102,4741,1,1987,23,98
474103,4741,1,1988,25,118
474401,4744,1,1981,21,131
474402,4744,1,1986,27,130
474403,4744,1,1990,31,114
474501,4745,2,1977,19,100
474502,4745,2,1980,22,116
474503,4745,1,1983,25,123
474601,4746,1,1985,22,129
474602,4746,2,1989,26,133
474603,4746,1,1992,29,126
474604,4746,1,1994,31,130
474901,4749,1,1978,18,134
474902,4749,2,1981,21,102
475301,4753,1,1988,30,124
475302,4753,2,1990,32,125
475401,4754,1,1996,36,133
475701,4757,2,1990,25,121
475702,4757,2,1991,26,125
475703,4757,2,1993,28,-3
475704,4757,2,1994,29,-3
475705,4757,2,1997,32,109
475706,4757,1,1999,35,-3
476301,4763,2,1975,17,115
476302,4763,1,1977,19,133
476601,4766,2,1990,29,98
476801,4768,1,1989,29,-7
476802,4768,2,1990,31,-7
476803,4768,2,1992,32,-7
476804,4768,2,1994,34,-7
476901,4769,1,1979,19,127
476902,4769,2,1985,25,133
476903,4769,1,1987,28,127
476904,4769,2,1989,30,120
477201,4772,1,1981,23,101
477401,4774,2,1991,33,123
477402,4774,1,1994,36,-3
477701,4777,1,1981,20,98
477702,4777,1,1992,31,125
478001,4780,2,1978,18,128
478002,4780,1,1980,20,134
478301,4783,2,1986,27,155
478302,4783,2,1994,36,155
478401,4784,2,1981,20,134
478402,4784,2,1982,21,96
478403,4784,2,1987,26,112
478501,4785,2,1986,23,121
478502,4785,2,1993,30,137
478701,4787,1,1980,20,116
478702,4787,1,1983,22,114
479001,4790,2,1987,22,84
479002,4790,2,1989,24,102
479003,4790,2,1991,26,93
479004,4790,1,1996,31,132
479201,4792,1,1993,29,126
479601,4796,1,1988,25,146
479602,4796,2,1989,27,112
479701,4797,1,1987,24,107
479702,4797,2,1989,26,115
479801,4798,1,1998,37,120
480101,4801,1,1976,19,-3
480102,4801,2,1978,20,123
480103,4801,1,1980,22,123
480201,4802,2,1981,19,128
480202,4802,1,1985,23,148
480301,4803,1,1984,20,139
480302,4803,2,1986,23,127
480401,4804,1,1990,26,144
480402,4804,2,1992,29,144
480901,4809,2,1982,19,134
481001,4810,1,1974,15,-3
481002,4810,2,1984,26,94
481003,4810,1,1987,28,-3
481501,4815,2,1986,26,86
481502,4815,1,1989,29,118
481701,4817,2,1983,26,106
481702,4817,2,1985,28,107
481703,4817,1,1988,31,108
481704,4817,2,1992,35,91
481901,4819,2,1993,35,109
481902,4819,2,1995,37,-3
482001,4820,1,1994,34,145
482002,4820,1,1997,37,158
482101,4821,2,1992,27,138
482102,4821,1,1994,30,157
482601,4826,1,1989,29,153
482602,4826,2,1991,31,137
483301,4833,1,2002,39,-7
483701,4837,2,1979,21,108
483702,4837,2,1982,24,102
483801,4838,2,1983,22,-3
483802,4838,2,1997,36,37
483901,4839,2,1990,26,104
483902,4839,1,1997,32,134
484201,4842,1,1979,16,111
484202,4842,2,1982,18,73
484203,4842,2,1982,18,82
484204,4842,2,1986,22,125
484801,4848,2,1983,21,113
484802,4848,2,1990,27,98
484901,4849,2,1986,22,94
484902,4849,2,1988,25,123
485201,4852,2,1984,22,77
485202,4852,1,1998,36,-3
485203,4852,2,2000,38,126
486301,4863,2,1978,18,92
486302,4863,2,1982,22,114
486303,4863,1,1984,24,114
486401,4864,1,1987,25,140
486501,4865,1,1992,28,65
486502,4865,1,1997,33,96
486701,4867,1,1989,28,90
486901,4869,1,1985,25,140
486902,4869,1,1989,30,92
487001,4870,2,1991,28,103
487002,4870,1,1997,34,87
487101,4871,1,1988,27,127
487102,4871,2,1991,29,132
487103,4871,1,1997,36,79
487104,4871,1,1997,36,87
487301,4873,2,1996,35,106
487302,4873,2,1998,37,106
487303,4873,2,2000,39,138
487401,4874,1,1989,28,102
487402,4874,2,1991,31,-3
487601,4876,2,1981,20,150
487602,4876,1,1985,24,169
487801,4878,1,2003,40,-7
488001,4880,2,1992,32,138
488002,4880,1,1995,35,138
488201,4882,2,1983,24,150
488202,4882,1,1985,26,151
488501,4885,2,1981,19,130
488502,4885,1,1982,21,145
488503,4885,1,1983,22,134
488504,4885,1,1985,24,130
488505,4885,1,1989,27,105
488601,4886,1,2004,40,120
488701,4887,1,1976,17,144
488702,4887,1,1981,22,117
488703,4887,1,1989,30,154
489301,4893,1,1986,21,-3
489302,4893,1,1988,24,105
489303,4893,1,1990,25,50
489901,4899,2,1985,22,87
489902,4899,1,1990,27,116
490601,4906,2,1991,27,164
490602,4906,2,1995,31,-3
490901,4909,2,1981,21,99
490902,4909,1,1985,26,97
491001,4910,2,1990,25,111
491002,4910,1,1993,28,-3
491601,4916,1,1983,18,118
491602,4916,2,1985,21,122
491603,4916,2,1979,15,-3
491901,4919,2,1980,19,115
491902,4919,2,1982,21,116
491903,4919,1,1984,23,128
492001,4920,2,1980,17,89
492002,4920,1,1982,19,114
492003,4920,2,1984,20,115
492201,4922,1,1992,27,124
492202,4922,2,1998,33,135
492501,4925,1,1987,26,143
492502,4925,2,1989,28,148
492503,4925,1,1998,37,146
492701,4927,1,1991,27,160
492702,4927,2,1994,30,-3
492703,4927,2,1996,32,135
492801,4928,1,1984,25,137
492802,4928,2,1990,30,-2
492901,4929,1,1982,21,122
493001,4930,2,1983,20,112
493002,4930,2,1984,21,113
493003,4930,1,1990,27,104
493101,4931,1,1990,26,66
493301,4933,1,1985,24,122
493302,4933,2,1987,27,113
493401,4934,2,1982,21,119
493402,4934,1,1984,23,158
493801,4938,1,1982,19,81
493802,4938,1,1988,25,148
494301,4943,2,1987,26,50
494701,4947,1,1980,16,123
494702,4947,1,1987,23,-3
494703,4947,1,1993,29,107
494704,4947,2,1999,35,-3
494801,4948,1,1979,19,121
494802,4948,2,1983,23,110
495001,4950,2,1973,15,97
495002,4950,1,1975,17,118
495003,4950,1,1977,19,118
495004,4950,1,1979,22,90
495101,4951,1,1980,21,101
495102,4951,1,1987,28,-3
495201,4952,2,1986,23,94
495202,4952,2,1990,28,60
495301,4953,2,1985,21,109
495302,4953,1,1986,22,134
495303,4953,1,1989,25,144
495304,4953,2,1992,28,113
495401,4954,1,1991,28,132
495402,4954,2,1993,30,126
495403,4954,2,1995,32,110
495404,4954,2,1997,35,97
495501,4955,1,1986,22,-3
495502,4955,1,1994,30,123
495601,4956,1,1991,26,126
495602,4956,2,1994,29,-3
495603,4956,1,1996,31,124
495701,4957,2,1982,19,115
495702,4957,2,1984,21,115
495801,4958,1,1988,24,117
495901,4959,1,1987,24,109
495902,4959,2,1992,29,-3
496201,4962,1,1984,19,148
496202,4962,2,1986,21,118
496203,4962,2,1987,23,-3
497101,4971,2,1991,28,119
497201,4972,2,1982,20,45
497202,4972,1,1990,28,122
497203,4972,2,1992,29,132
497301,4973,1,1983,22,119
497302,4973,1,1984,23,114
497303,4973,2,1986,25,114
497304,4973,1,1988,26,142
497305,4973,2,1989,28,110
497401,4974,2,1978,19,126
497402,4974,1,1980,22,123
497403,4974,1,1983,25,97
497404,4974,2,1986,28,-3
497601,4976,1,1989,24,138
497602,4976,1,1991,26,123
497801,4978,1,1981,20,137
497802,4978,2,1986,24,-3
498101,4981,2,1982,19,132
498102,4981,2,1984,20,137
498103,4981,2,1999,35,140
498401,4984,2,1988,26,-3
498402,4984,1,1992,29,139
498701,4987,2,1993,34,126
498801,4988,2,2005,45,136
498901,4989,1,1994,33,151
498902,4989,1,1997,36,151
499001,4990,2,1994,32,137
499002,4990,1,1997,35,107
499003,4990,1,1997,35,100
499101,4991,2,1992,28,106
499102,4991,2,1996,32,110
499103,4991,1,1999,35,130
499201,4992,1,1986,24,137
499202,4992,2,1992,30,-7
499301,4993,2,1987,23,123
499302,4993,2,1989,26,125
499401,4994,1,1995,35,133
499501,4995,1,1991,28,116
499502,4995,2,1995,32,-3
499701,4997,1,1985,23,135
499702,4997,1,1986,24,128
499703,4997,1,1991,28,123
499901,4999,1,1982,25,137
499902,4999,2,1984,27,153
499903,4999,1,1986,29,137
500101,5001,1,1994,33,127
500102,5001,1,1996,35,134
500103,5001,1,1998,37,-3
500201,5002,2,1994,31,110
500202,5002,2,1996,33,-3
500203,5002,2,1998,35,142
500801,5008,1,1980,21,130
500901,5009,2,1987,26,-1
501401,5014,2,1986,22,137
501402,5014,2,1991,27,145
501501,5015,2,1986,25,108
501502,5015,1,1988,27,124
501601,5016,2,1981,20,100
501901,5019,1,1991,30,-3
501902,5019,2,1995,34,128
502301,5023,1,1989,29,126
502302,5023,1,1992,33,71
502601,5026,1,1991,31,103
502602,5026,1,1994,34,-3
502801,5028,1,1990,30,111
502802,5028,2,1992,33,127
503201,5032,2,1986,26,127
503501,5035,2,1982,23,109
503502,5035,1,1995,37,-3
503701,5037,2,1984,25,114
504101,5041,2,1987,26,136
504102,5041,2,1988,27,137
504401,5044,1,1978,20,125
504501,5045,1,1987,29,-3
504502,5045,2,1993,36,119
504503,5045,2,1995,38,116
504701,5047,2,1979,16,-2
504702,5047,2,1989,26,114
504703,5047,1,1991,28,122
504901,5049,1,1978,19,169
504902,5049,2,1980,21,136
504903,5049,2,1982,23,118
505001,5050,2,1989,27,114
505002,5050,2,1994,32,-3
505201,5052,2,1997,36,91
505202,5052,2,1997,36,90
505701,5057,1,1986,22,122
505702,5057,1,1988,24,127
505901,5059,1,1985,25,123
505902,5059,1,1992,31,149
506101,5061,2,1977,19,107
506102,5061,2,1979,21,110
506103,5061,1,1981,23,137
506104,5061,1,1982,24,130
506301,5063,2,1982,19,120
506302,5063,2,1983,20,120
506303,5063,2,1986,23,-3
506401,5064,2,1976,16,119
506402,5064,1,1980,20,126
506403,5064,1,1984,24,122
506404,5064,2,1987,27,142
506501,5065,1,1988,30,121
506502,5065,2,1992,35,119
506601,5066,1,1989,25,130
506602,5066,2,1997,33,145
506901,5069,2,1978,16,113
506902,5069,1,1984,22,111
507101,5071,2,1973,15,48
507102,5071,2,1975,17,80
507401,5074,2,1979,22,124
508101,5081,1,1977,18,109
508102,5081,2,1980,21,110
508103,5081,1,1982,22,112
508401,5084,1,1996,32,99
508501,5085,1,1980,17,118
508502,5085,2,1990,27,139
508801,5088,1,1979,19,139
508802,5088,2,1980,21,80
508901,5089,2,1983,20,100
508902,5089,2,1993,31,81
508903,5089,1,2003,40,-7
509001,5090,2,1989,25,86
509002,5090,2,1997,32,118
509101,5091,2,1993,28,113
509102,5091,1,1996,32,116
509601,5096,1,1989,26,132
509602,5096,1,1992,29,-3
509603,5096,2,1995,32,-3
509801,5098,2,1980,21,104
509802,5098,1,1980,21,87
509803,5098,1,1992,34,136
509901,5099,2,1985,21,128
509902,5099,2,1991,27,109
510001,5100,2,1979,18,112
510002,5100,2,1982,21,128
510301,5103,2,1986,24,130
510302,5103,1,1989,27,149
510401,5104,2,1984,21,127
510402,5104,1,1991,27,154
510403,5104,1,1996,33,145
510501,5105,2,1973,16,103
510502,5105,1,1976,18,135
510503,5105,1,1982,24,137
510701,5107,2,1982,20,131
510702,5107,1,1987,24,122
510703,5107,2,1989,27,125
510801,5108,1,1981,24,155
510802,5108,2,1985,27,137
511001,5110,2,1985,21,104
511101,5111,1,1981,19,138
511102,5111,1,1983,21,142
511301,5113,1,1986,26,55
511302,5113,2,1997,37,110
511401,5114,1,1987,25,102
511402,5114,1,1992,30,97
511403,5114,1,1993,31,103
511404,5114,1,1995,33,105
511501,5115,2,1984,26,142
511502,5115,2,1989,30,164
511503,5115,1,1991,32,165
511701,5117,1,1978,18,97
511702,5117,2,1983,23,107
511703,5117,1,1996,36,105
511901,5119,1,1980,21,120
512001,5120,2,1990,32,127
512002,5120,1,1992,35,-3
512101,5121,2,1975,16,112
512102,5121,1,1978,20,116
512103,5121,2,1982,24,127
512301,5123,2,1982,22,97
512302,5123,2,1986,25,118
512501,5125,1,1978,21,125
512502,5125,2,1980,22,139
512503,5125,2,1982,25,123
512504,5125,1,1989,31,132
512701,5127,1,1988,25,137
513101,5131,1,1981,17,91
513102,5131,2,1982,18,89
513401,5134,2,1983,20,114
513402,5134,2,1985,22,115
513403,5134,1,1989,26,126
513404,5134,2,1994,32,105
513405,5134,1,1996,34,82
513501,5135,1,1980,16,108
513502,5135,2,1982,18,121
513503,5135,1,1983,19,102
513504,5135,2,1995,31,106
513801,5138,1,1982,22,100
514201,5142,2,2000,39,-3
514202,5142,2,2004,43,125
514301,5143,1,1986,23,110
514302,5143,2,1991,28,120
514303,5143,1,2000,37,98
514801,5148,1,1979,21,118
514802,5148,2,1982,24,97
515101,5151,2,1981,22,112
515102,5151,1,1984,25,112
515201,5152,2,1989,26,116
515202,5152,1,1991,28,104
515203,5152,1,1993,29,124
515301,5153,2,1997,36,117
515401,5154,1,1983,20,120
515701,5157,2,1992,28,93
515702,5157,1,1997,32,120
516201,5162,2,1988,26,107
516202,5162,2,1990,28,92
516301,5163,1,1990,26,136
516302,5163,2,1992,28,-3
516401,5164,2,1985,25,104
516402,5164,2,1986,27,134
516403,5164,2,1991,31,105
517101,5171,1,1989,26,138
517601,5176,2,1991,31,104
517602,5176,2,1998,38,-3
517901,5179,1,1984,21,141
518001,5180,1,1985,20,130
518002,5180,1,1987,22,128
518003,5180,2,1989,24,131
518901,5189,1,1985,22,115
518902,5189,2,1989,27,120
519101,5191,1,1996,36,157
519102,5191,1,1997,37,72
519301,5193,1,2000,37,141
519501,5195,2,1982,20,118
519502,5195,2,1983,22,139
519503,5195,1,1992,30,119
519504,5195,2,1993,31,124
519801,5198,1,1983,26,125
519802,5198,2,1986,29,-3
519803,5198,1,1989,31,99
519901,5199,1,1980,23,108
519902,5199,2,1985,28,117
520001,5200,2,1979,21,92
520002,5200,1,1982,24,88
520101,5201,1,1997,36,93
520801,5208,1,1990,29,84
520802,5208,1,1992,32,88
520803,5208,1,1994,33,103
520901,5209,2,1985,22,132
520902,5209,1,1987,23,126
521201,5212,1,1981,23,120
521202,5212,1,1983,25,113
521401,5214,1,1988,26,133
521402,5214,2,1990,27,132
521601,5216,1,1983,19,104
521602,5216,2,1985,21,144
521603,5216,1,1996,32,-3
521604,5216,1,2000,36,163
521901,5219,1,1978,15,164
521902,5219,1,1982,19,133
521903,5219,2,1984,21,115
522401,5224,2,1982,25,122
522402,5224,2,1983,26,137
522403,5224,1,1989,32,134
522501,5225,2,1995,34,128
523101,5231,1,1984,21,148
523102,5231,2,1987,24,130
523201,5232,1,1984,20,119
523202,5232,1,1989,25,101
523203,5232,2,1991,28,117
523301,5233,1,1988,25,129
523302,5233,2,1991,29,129
523601,5236,1,1978,19,137
523602,5236,2,1981,22,119
524001,5240,2,1994,31,136
524002,5240,1,1998,35,-7
524601,5246,1,1994,30,108
524701,5247,2,1983,22,118
524702,5247,2,1985,24,134
525501,5255,2,1977,16,69
525601,5256,1,1988,25,128
525602,5256,2,1993,30,140
525801,5258,1,1994,31,113
525802,5258,2,2001,37,-3
525901,5259,2,1995,35,137
526101,5261,1,1981,19,99
526102,5261,1,1982,20,112
526401,5264,1,1980,23,120
526402,5264,2,1985,28,64
526501,5265,1,1985,26,114
526801,5268,1,1982,25,85
527101,5271,2,1979,17,110
527102,5271,2,1980,18,100
527103,5271,2,1983,21,112
527201,5272,2,1980,17,103
527202,5272,2,1983,21,120
527203,5272,1,1988,26,130
527204,5272,2,1990,28,116
527301,5273,1,1981,22,124
527302,5273,1,1983,24,128
527303,5273,1,1985,26,127
527601,5276,1,1991,28,117
527701,5277,1,1988,26,98
527702,5277,2,1991,28,103
528001,5280,1,1980,17,135
528002,5280,2,1984,21,141
528003,5280,1,1994,32,136
528301,5283,1,1979,19,70
528302,5283,2,1982,22,96
528303,5283,2,1990,30,104
528304,5283,2,1992,31,85
528501,5285,1,1980,20,115
528502,5285,1,1984,23,107
528601,5286,2,1978,16,126
528602,5286,2,1980,18,131
528603,5286,2,1984,22,127
528604,5286,1,2001,39,-3
528801,5288,1,1985,27,101
528802,5288,1,1989,31,138
528901,5289,1,1984,26,108
528902,5289,2,1986,28,104
529001,5290,2,1991,31,119
529002,5290,1,1999,39,-3
529401,5294,1,1975,16,117
529402,5294,2,1977,19,154
529501,5295,2,1980,22,120
529502,5295,2,1983,25,117
529503,5295,2,1989,31,103
529801,5298,2,1985,22,129
529802,5298,2,1987,23,103
529803,5298,1,1990,26,160
529804,5298,2,1991,27,124
529901,5299,2,1987,27,138
529902,5299,2,1988,29,114
529903,5299,1,1990,30,131
529904,5299,1,1994,34,120
529905,5299,1,1996,36,117
530101,5301,2,1985,22,92
530102,5301,2,1989,26,82
530501,5305,1,1988,25,125
530502,5305,1,1991,29,139
530801,5308,2,1984,22,167
530802,5308,2,1987,25,139
